"color href","company","status","industry","headquarters","fund","cols","cols 2","cols 3","cols 4","cols 5","cols 6","cols 7","cols 8","company-profile","company-profile 2","company-profile 3","company-profile 4","title 2","company 2","description","p1","company 3","description 2","company 4","description 3","company 5","description 4","company-profile 6","bg src","case-study src","vidyard-lightbox-image src","blue","title 3","blue 2","color src"
"http://www.returnpath.com/","Return Path","Former","Sales & Marketing","New York, NY","Foundation","Website","returnpath.com","Year of Investment","2014","Status","Former","Headquarters","New York, NY","Return Path, Inc. is a provider of email optimization and cybersecurity solutions for enterprises, particularly those that rely on digital marketing to drive sales. The Company’s data products help customers understand how to optimize email response rates, protect their brands from phishing and fraud, and more deeply understand their consumers’ buying habits.","Return Path is headquartered in New York, NY with operations worldwide.","Vista Equity Partners Foundation Fund I completed a minority investment in Return Path in December 2014.","Vista sold a portion of its stake in the Company in February 2018 and exited Return Path in May 2019.","","","","Email optimization and email security solutions for enterprises, particularly those that rely on digital marketing to drive sales.","","","","","","","","","","","","","",""
"http://www.reyrey.com/","Reynolds & Reynolds","Former","Automotive","Dayton, OH","Flagship","Website","reyrey.com","Year of Investment","2006","Status","Former","Headquarters","Dayton, OH","The Reynolds and Reynolds Company delivers software solutions and services that support every aspect of automotive retailing. Serving dealers since 1927, it is a leading provider of dealer management systems, and associated products and services. Reynolds and Reynolds enables automobile dealers to sell more cars and to improve customer service. The Company’s leadership is built on deep automotive industry experience, technological knowledge and the unique ability to bring both together in solutions that connect car companies, automobile retailers and consumers.","Vista Equity Fund II participated as the equity sponsor in a buyout of Reynolds and Reynolds in October 2006.","Vista exited Reynolds and Reynolds in December 2014.","","","","","Software solutions and services to support every aspect of automotive retailing.","","","","","","","","","","","","","",""
"https://salesloft.com/","Salesloft","Current","Sales & Marketing","Atlanta, GA","Flagship","Website","salesloft.com","Year of Investment","2021","Status","Current","Headquarters","Atlanta, GA","Sales engagement platform for sales teams and sellers, designed to drive more revenue.","Salesloft provides the leading sales engagement platform that helps sellers and sales teams drive more revenue. The Modern Revenue Workspace™ by Salesloft is the one place for sellers to execute all of their digital selling tasks, communicate with buyers, understand what to do next, and get the coaching and insights they need to win. Thousands of the world’s most successful sales teams, like those at IBM, Shopify, Square and Cisco, drive more revenue with Salesloft.","Salesloft was founded in 2011 and is based in Atlanta, Georgia.","Vista Equity Partners Fund VII acquired Salesloft in December 2021. Salesloft acquired Drift (a Vista portfolio company) in February 2024.","","","","","","","","","","","","","","","","","",""
"https://www.schoox.com/","Schoox","Current","Education","Austin, TX","Endeavor","Website","schoox.com","Year of Investment","2021","Status","Current","Headquarters","Austin, TX","Learning management software for employee onboarding and training.","Schoox is a leading learning and talent development platform built to address the operational complexities of verticals such as hospitality, retail and manufacturing. The Company’s end-to-end learning management solution enables users to efficiently onboard and train employees while encouraging learning and development anytime through a mobile device application with over 10,000 courses. Schoox serves over 1,500 customers in more than 120 countries.","Schoox was founded in 2012 and is headquartered in Austin, TX.","Vista Equity Endeavor Fund II acquired Schoox in June 2021.","","","","","","","","","","","","","","","","","",""
"https://www.securelink.com/","SecureLink","Former","Security","Austin, TX","Endeavor","Website","securelink.com","Year of Investment","2017","Status","Former","Headquarters","Austin, TX","Enterprise software platform for third-party remote support in secure, regulated industries.","SecureLink is a leader in remote support software for enterprise technology vendors and their customers in highly regulated industries. The Company’s secure, purpose-built platform serves over 30,000 organizations worldwide across a range of industries including healthcare, financial services, legal, government, gaming and retail.","SecureLink was founded in 2003 and is headquartered in Austin, TX, with an office in San Jose, Costa Rica.","Vista Equity Endeavor Fund I acquired SecureLink in August 2017.","Add-on Acquisitions","Maize Analytics, 2021","Maize Analytics provides solutions for privacy, compliance and security needs within healthcare and corporate organizations. The Company offers customized tools to understand data while protecting against insider threats and providing users with a stronger data governance process.

SecureLink acquired Maize Analytics in May 2021.","","","","","","","","Imprivata acquired SecureLink in April 2022.","https://www.vistaequitypartners.com/wp-content/uploads/2017/08/Vista_Companies_Portfolio_SecureLink_Video_Jeff-Swearingen-980x700.jpg","https://play.vidyard.com/embed/v4.js","https://play.vidyard.com/rRoX2QeQjfjy2ACpd98deC.jpg","Video","Jeff Swearingen, SecureLink: Laying The Foundation For Long-Term Growth","Watch Video",""
"https://www.securonix.com/","Securonix","Current","Security","Addison, TX","Flagship","Website","securonix.com","Year of Investment","2022","Status","Current","Headquarters","Addison, TX","Next-generation security analytics and operations management platform.","Securonix is redefining threat detection and response for today’s hybrid cloud, data-driven enterprise. The Company’s next-generation security information and event management (SIEM) and extended detection and response (XDR) are powered by the most advanced analytics and built on a scalable, flexible cloud-native architecture. Securonix leverages user and entity behavioral analytics (UEBA) technology to reduce noise, prioritize high fidelity alerts and enable fast and precise response to insider and cyber threats.","Securonix was founded in 2007 and is based in Addison, TX.","Vista Equity Partners Fund VI acquired Securonix in April 2022.","","","","","","","","","","","","","","","","","","https://www.vistaequitypartners.com/wp-content/uploads/2022/05/logo_securonix_400_crop.png"
"http://www.ser-solutions.com/","SER Solutions","Former","Sales & Marketing","Dulles, VA","Flagship","Website","ser-solutions.com","Year of Investment","2006","Status","Former","Headquarters","Dulles, VA","SER Solutions, Inc. delivered unsurpassed outbound contact center management software solutions to support business activities such as planned and proactive customer care, telemarketing, collections, fundraising, emergency notifications and political calling. SER’s solutions enabled enterprises to turn customers into loyal, long-term sources of recurring revenue by generating increased customer loyalty, expanding up-sell and cross-sell opportunities, maximizing agent productivity and reducing costs. The Company was headquartered in Dulles, VA, with operations in North America, Europe and Asia Pacific.","Vista Equity Fund II acquired majority ownership of SER through two transactions in June 2003 and July 2004.","Jack Henry & Associates acquired SER’s Synergy division in December of 2004.","SER’s Brainware division was spun-out to Vista Equity Fund II and management in February of 2006.","","","","Outbound center management software solutions to support business activities such as planned and proactive customer care, telemarketing, collections, fundraising, emergency notifications and political calling.","","","","","","","Gores Group acquired SER Solutions in February of 2006.","","","","","","",""
"https://www.simplepractice.com/","SimplePractice","Current","Healthcare","Santa Monica, CA","Flagship","Website","simplepractice.com","Year of Investment","2024","Status","Current","Headquarters","Santa Monica, CA","Comprehensive electronic health record solution for private practices.","SimplePractice is an all-in-one practice management solution that simplifies the health and wellness experience for practitioners and patients. With SimplePractice’s EHR software, practitioners can manage patient care in one central platform, including services like telehealth, online booking, customizable documentation and autopay. Over 185,000 practitioners use SimplePractice to provide quality, HIPAA-compliant care and grow their practices.","SimplePractice was founded in 2012 and is based in Santa Monica, CA.","Vista Equity Partners Fund VIII acquired SimplePractice, which was part of EngageSmart, in January 2024.","","","","","","","","","","","","","","","","","",""
"http://www.sirsidynix.com/","SirsiDynix","Former","Education","Provo, UT","Flagship","Website","sirsidynix.com","Year of Investment","2007","Status","Former","Headquarters","Provo, UT","Software solutions and associated services for libraries of all types (academic, public, corporate, government, public and private K-12 schools, and special education).","Sirsi Corporation is the leading provider of software solutions and associated services for libraries of all types (academic, public, corporate, government, public/private K-12 schools and special education). The Company’s Integrated Library Systems (ILS) automate and optimize the entire operation of a library, as well as enhance a library’s ability to serve its users and community. In addition to its core ILS software, SirsiDynix offers other value-added products that help transform library technologies from staff-focused operational solutions to end-user focused solutions. Such solutions enable libraries to leverage their strong brands, presence within the community and vast repositories of materials to remain a trusted and utilized destination for information and knowledge.","SirsiDynix has approximately 3,000 library and consortia customers which serve approximately 300 million people through more than 23,000 library outlets in the Americas, Europe, Africa, the Middle East and Asia-Pacific.","The Company is headquartered in Provo, UT, with operations in Canada, EMEA and APAC.","Add-on Acquisitions","Electronic Online Systems International, 2013","EOS International provides library software for legal, government, corporate, medical and other special library customers. For over 30 years, EOS has been developing, marketing and supporting library automation and knowledge management solutions for over 1100 special libraries worldwide. EOS’s SaaS products allow special libraries to fulfill their core functions, including managing circulation, cataloging, serials and acquisitions.

SirsiDynix acquired EOS in October 2013.","","","","","","","","Vista Equity Fund II completed a buyout of SirsiDynix in January 2007.","","","","","","",""
"https://smartbear.com/","SmartBear","Current","Application Development","Somerville, MA","Flagship","Website","smartbear.com","Year of Investment","2021","Status","Current","Headquarters","Somerville, MA","Leading provider of software development and quality tools.","SmartBear is a leading provider of Software Test Automation tools supporting the rapidly growing DevOps market. The Company’s solutions include innovative technologies around API lifecycle management, test automation, test management, performance optimization and collaboration. SmartBear is used by 15 million developers, testers and operations engineers at 24,000+ organizations.","SmartBear was founded in 2009 and is based in Somerville, MA.","Vista Equity Partners Fund VII acquired SmartBear in March 2021.","Add-on Acquisitions","QMetry, 2024","QMetry develops test management and automation solutions to support agile testing and development. Its platform enables omnichannel testing across websites and mobile devices, offering insights through reports and analytics to enhance software quality and accelerate development cycles.

SmartBear acquired QMetry in November 2024.","","Reflect, 2024","Reflect is an AI-powered no-code testing platform for web application developers. Reflect’s advanced AI capabilities translate plain-text instructions into actions and assertions automatically, enabling effortless creation, execution and troubleshooting of automated end-to-end tests. 

SmartBear acquired Reflect in January 2024.","Stoplight, 2023","Stoplight offers a SaaS platform for API development. The API design solution combines editing, documentation and governance in one interface, enabling companies to scale their API designs with automated code building and open-source style guides.

SmartBear acquired Stoplight in August 2023.","Aspecto, 2023","Aspecto delivers an end-to-end distributed tracing experience for developers. The platform’s diagnostic capabilities, powered by OpenTelemetry, have transformed observability practices in software development. With Aspecto, developers gain visibility into complex bottlenecks and errors and their root causes, resulting in optimized performance and even greater quality software.

SmartBear acquired Aspecto in March 2023.","","","","","","","","https://www.vistaequitypartners.com/wp-content/uploads/2021/04/Vista_Companies_Smartbear_Logo-1100x135.png"
"http://solera.com/","Solera","Current","Automotive","Westlake, TX","Flagship","Website","solera.com","Year of Investment","2016","Status","Current","Headquarters","Westlake, TX","Vehicle lifecycle management solutions.","Solera is a leading global provider of integrated vehicle lifecycle and fleet management SaaS, data and services. The Company empowers customers to succeed in the digital age by providing them with a “one-stop-shop” solution that streamlines operations, offers data-driven analytics and enhances customer engagement. With four lines of business, Solera is home to many leading brands in the vehicle lifecycle ecosystem, including Identifix, Audatex, DealerSocket, Omnitracs, eDriving/Mentor, Explore, CAP HPI, Autodata and others.","Solera is based in Westlake, TX, with operations worldwide.","Vista Equity Partners Fund V completed a take-private of Solera in March 2016.","Add-on Acquisitions","Spireon, 2022","Spireon is a leading provider of device-independent aftermarket telematics solutions in North America. By equipping cars, trucks, trailers and other mobile assets with GPS devices and sensors, Spireon turns any vehicle into a connected vehicle. Award-winning products Goldstar, LoJack and FleetLocate deliver 24×7 asset visibility and actionable insights to increase safety and productivity, boost profits and protect assets.

Solera acquired Spireon in March 2022.","","ENData, 2021","ENData provides property claims and chain management solutions for the general insurance industry in Australia. The Company’s web-based automation technology streamlines the management and allocation of insurance property repairs and tasks for builders, restorers, suppliers, adjusters and claim specialists.
 
Solera acquired ENData in December 2021.","Omnitracs, 2021","Omnitracs is a leading provider of fleet intelligence software for global for-hire and private transportation and distribution fleets. The Company was the first to pioneer the fleet telematics industry with data-driven solutions and has transformed over 15,000 customers who collectively travel 250 million miles per week. Vista Equity Partners acquired Omnitracs in November 2013.

Solera acquired Omnitracs in June 2021.","DealerSocket, 2021","DealerSocket is a leading provider of enterprise relationship management solutions for the retail and independent automotive industries. The Company enables dealership marketing, sales and automotive service departments to operate more effectively by tracking leads, streamlining sales and expediting booking. Vista Equity Partners made an equity investment in DealerSocket in May 2014.

Solera acquired DealerSocket in June 2021.","","","","","","","",""
"http://www.sonatype.com/","Sonatype","Current","Application Development","Fulton, MD","Foundation","Website","sonatype.com","Year of Investment","2019","Status","Current","Headquarters","Fulton, MD","Integrated open-source governance and software supply chain automation.","Sonatype is a leading provider of integrated open-source governance and software supply chain automation technology. The Company’s platform enables DevOps teams and developers to automatically integrate security at every stage of the modern development pipeline by combining in-depth component intelligence with real-time remediation guidance. Sonatype is trusted by over 1,000 enterprise customers and millions of software developers to accelerate innovation and improve application security.","Sonatype was founded in 2008 and is based in Fulton, MD.","Vista Foundation Fund III made an equity investment in Sonatype in November 2019. Learn more about the partnership .","Add-on Acquisitions","MuseDev, 2021","MuseDev provides an innovative code analysis platform that delivers accurate and actionable feedback to developers to help identify and remediate critical security, performance and reliability bugs during code review. 

Sonatype acquired MuseDev in March 2021.","","","","","","","","","","","","","","",""
"http://www.sourcenetsolutions.com/","SourceNet Solutions","Former","Enterprise Resource Planning","College Station, TX","Flagship","Website","sourcenetsolutions.com","Year of Investment","2000","Status","Former","Headquarters","College Station, TX","Comprehensive business process outsourcing solutions for finance and accounting processes.","SourceNet Solutions, Inc. provides comprehensive business process outsourcing solutions for Finance and Accounting (F&A) processes. The Company, founded in 1996 and headquartered in College Station, Texas, with operation centers in College Station and Reading, England, offered Fortune 1000 clients a complete outsourced solution for the various non-core F&A processes. These processes included corporate accounts payable, payroll and energy/utilities payment and information management. SourceNet’s client portfolio included leading Fortune 1000 companies including AT&T Wireless, TXU Energy Services, BNSF, Cemex, Rite Aid, Intersil, Unilever, Doane Pet Care, Tenneco Automotive and Service Corporation International (SCI).","Vista Equity Fund II acquired majority ownership of SourceNet through a variety of transactions from 2000 to 2004.","SourceNet was acquired by Mellon Financial in December of 2004.","","","","","","","","","","","","","","","","","",""
"https://sovos.com/","Sovos Compliance","Former","Legal, Risk & Compliance","Boston, MA","Flagship","Website","sovos.com","Year of Investment","2012","Status","Former","Headquarters","Boston, MA","Tax compliance and business-to-government reporting software for businesses.","Sovos Compliance, LLC is a global leader in tax compliance and regulatory reporting software that safeguards businesses from the burden and risk of compliance. The Sovos Intelligent Compliance Cloud combines regulatory analysis with a cloud software platform to create an adaptable and connected global compliance solution that helps businesses stay ahead of the changing regulatory environment. The Company supports over 4,500 customers and integrates with thousands of business applications from ERP to point-of-sale to bank backend systems.","Sovos Compliance was founded in 2012 and is based in Boston, MA, with operations worldwide.","Vista Equity Partners Fund IV completed a buyout of the Taxware business from ADP in December 2012 and subsequently rebranded the Company “Sovos Compliance.”","Add-on Acquisitions","FiscalReps, 2017","FiscalReps is a leading provider of insurance premium tax (IPT) compliance solutions. Based in Europe, the Company provides tax compliance services and software to over 400 clients globally.

Sovos Compliance acquired FiscalReps in October 2017.","","Paperless, 2017","Paperless is a leading electronic receipts and electronic document management company based in Latin America. Paperless provides long-term, scalable solutions that are implemented into over 40,000 systems. The Company’s electronic receipts and electronic document management technology processes over two billion documents per year for global enterprise businesses.

Sovos Compliance acquired Paperless in August 2017.","Invoiceware International, 2016","Invoiceware International is a leading provider of mission critical tax and e-invoicing software solutions that reduce the risk and cost of maintaining compliance for large multinational companies navigating the highly complex regulatory environment in Latin America.

Sovos Compliance acquired Invoiceware International in July 2016.","Imaging Science and Services, 2015","Imaging Science and Services, Inc. is a leading provider of cloud-based document management and compliance services. The Company’s TEAMS software helps retailers, manufacturers and other businesses manage their sales and use exemption and resale certificates.
 
Sovos Compliance acquired ISSI in May 2015.","HgCapital acquired Sovos Compliance in November 2017.","","","","","","",""
"http://www.srcsoftware.com/","SRC Software","Former","Enterprise Resource Planning","Portland, OR","Flagship","Website","srcsoftware.com","Year of Investment","2002","Status","Former","Headquarters","Portland, OR","SRC Software, Inc. was a leader in providing planning, budgeting and reporting solutions for mid-sized and large businesses. The Company’s Performance Management software combined an Excel-based user interface with the power of a relational database. The Company sold its software into a broad range of industries, with particular expertise in healthcare and banking.","SRC was founded in 1984, and installed its first system in 1987. The corporate office was in Portland, Oregon, with additional sales offices throughout the United States, Europe and Asia. The Company marketed its software through inside and outside sales, and strategic partners.","Vista Equity Fund II acquired majority ownership of SRC in May of 2002.","SRC was acquired by Business Objects in August of 2005 for approximately $100 million.","","","","Planning, budgeting and reporting solutions for mid-sized and large businesses.","","","","","","","","","","","","","",""
"https://www.starrez.com/","StarRez","Current","Real Estate","Melbourne, Australia","Foundation","Website","starrez.com","Year of Investment","2022","Status","Current","Headquarters","Melbourne, Australia","Cloud-based student housing and residential community management.","StarRez is a leading global provider of student housing and residential community management software. The Company provides highly configurable, proprietary solutions to manage the student resident experience, occupancy, customer revenue cycle, conferences and events, and more. StarRez manages over 2.5 million beds and serves over 1,000 organizations today, including some of the world’s most prestigious universities, including Harvard University, Stanford University, National University of Singapore, among others, as well as other notable real estate customers such as Vail Ski Resorts and iQ Student Accommodation.","StarRez was founded in 1992 and is based in Melbourne, Australia, with a United States headquarters in Greenwood Village, CO.","Vista Foundation Fund IV made a majority investment in StarRez in January 2022.","Add-on Acquisitions","Seattle Technology Group, 2024","Seattle Technology Group (STG) provides the higher education sector with market-leading conference and events management solutions. More than 80 universities across North America use STG’s Iris Conference Software Suite for supporting event inquiry, quoting, coordination, management and invoicing. The company’s product expands upon StarRez’s existing conference and events solution.
 
StarRez acquired STG in October 2024.","","RMS, Inc., 2022","Residential Management Systems, Inc. (RMS) provides leading web-based housing and conference management software solutions for higher education institutions. Over 100 colleges and universities trust the Company’s Mercury software products, including Duke University, King’s College London, Michigan State University and The University of Alabama.

StarRez acquired RMS, Inc. in July 2022.","Adirondack Solutions, 2022","Founded in 1998, Adirondack Solutions is a national market leader in student housing, parking and conferencing software solutions for over 300 colleges and universities.

StarRez acquired Adirondack Solutions in January 2022.","","","","","","","","","",""
"http://www.stats.com/","Stats Perform","Current","Sports, Entertainment & Recreation","Chicago, IL","Flagship","Website","stats.com","Year of Investment","2014","Status","Current","Headquarters","Chicago, IL","","","","","Add-on Acquisitions","13 Strides, 2021","13 Strides is a digital sports agency that creates enriched websites and applications for the sporting world, including sports media companies, leagues, teams and brands. Since 2006, the Company has been a trusted partner across the sports world, empowering a wide range of clients with the ability to create stunning visual content.

Stats Perform acquired 13 Strides in July 2021.","Sports software, data, and content platform.","Thuuz Sports, 2020","Thuuz Sports’ SmartReels and SmartRating products provide the most advanced AI-based metadata and content curation platform for leagues, federations, broadcasters, service providers, production companies and technology companies. The Company’s products create automated video highlights and real-time excitement alerts.  

Stats Perform acquired SmartReels and SmartRatings from Thuuz Sports in November 2020.","TVTI Video Technologies, 2015","TVTI Video Technologies (“TVTI”) is a producer of video analytics software and provider of video technology and engineering for baseball and ice hockey. The Company sells its solutions and services to MLB and NHL teams.
 
Stats Perform acquired TVTI in May 2015.","Amisco Prozone, 2015","Amisco Prozone (“Prozone”) is a leading provider of sports performance data and analytics for athletic clubs, media organizations and other customers worldwide. Prozone’s technology captures data from over 12,000 matches per year and Prozone maintains over 100,000 players in its database. Prozone has over 200 customers, including many of the world’s largest soccer clubs and multiple sports leagues.
 
Stats Perform acquired Prozone in May 2015.","","https://www.vistaequitypartners.com/wp-content/uploads/2020/03/Vista_Insights_Stats-Perform_AIML_Video.png","https://play.vidyard.com/embed/v4.js","https://play.vidyard.com/kB7N2N6KRNe3umFFJJjwRp.jpg","Video","Stats Perform AI & ML: Delivering Insights to the Global Sports Community","Watch Video",""
"http://www.sumtotalsystems.com/","SumTotal Systems","Former","HR & Recruiting","Gainesville, FL","Flagship","Website","sumtotalsystems.com","Year of Investment","2009","Status","Former","Headquarters","Gainesville, FL","Strategic human capital management software solutions including talent acquisitions, talent management, talent development, workforce management and analytics.","SumTotal Systems, LLC is a leading provider of Strategic Human Capital Management software solutions including talent acquisition, talent management, talent development, workforce management and analytics. The Company provides an integrated suite of talent management applications which include learning management, performance management and compensation management. SumTotal’s solutions automate processes including aligning individuals’ goals with business objectives, developing the individual’s skills and competencies, assessing the individual’s performance, providing succession planning and setting compensation based on performance.","The Company has 3,500+ customers and over 43 million users worldwide, and is widely recognized by industry analysts as a leading provider in all segments of Strategic HCM.","The Company is headquartered in Gainesville, FL, with operations across North America, EMEA and APAC.","Add-on Acquisitions","CyberShift, 2011","CyberShift is an industry leader in strategic workforce management and expense management software, offering innovative visualization and mobile solutions for time and attendance, advanced scheduling, absence management, and Family and Medical Leave Act and leave management. CyberShift is the only enterprise solution vendor in Workforce Management with a true Software-as-a-Service offering.

SumTotal acquired CyberShift in July 2011.","","GeoLearning, 2010","GeoLearning is a leading provider of SaaS-based learning management and extended enterprise solutions for both commercial customers and government agencies. The Company offers the GeoMaestro platform, an enterprise-class learning management platform that allows organizations to assess employee competencies, skill deficiencies and training needs, deliver required training initiatives and assess/measure learning effectiveness.

SumTotal acquired GeoLearning in December 2010.","SoftScape, 2010","Softscape is a provider of performance management, compensation, learning and other core HR management software products. It offers the Softscape Apex platform, a software suite that combines talent management, core HR management and on-boarding solutions.

SumTotal acquired Softscape in September 2010.","Accero, 2008","Accero is a leading developer of payroll processing and human resource management software and services. The Company provides solutions that seamlessly integrate and streamline human resources and payroll processes with a customizable suite of products designed to empower users to efficiently and securely manage mission-critical HR and payroll functions.

Vista Equity Partners originally purchased Accero as a standalone investment in January 2008. SumTotal later acquired Accero in July 2011 as part of their strategy to offer a complete end-to-end set of solutions for all elements of strategic human capital management.","Vista Equity Partners Fund III completed a buyout and take-private of SumTotal in July 2009.","","","","","","",""
"http://www.sunquestinfo.com/","Sunquest Information Systems","Former","Healthcare","Tucson, AZ","Flagship","Website","sunquestinfo.com","Year of Investment","2007","Status","Former","Headquarters","Tucson, AZ","Sunquest Information Systems, Inc. is a leading provider of clinical and financial software solutions for the healthcare industry. The Company designs, develops and supports a comprehensive suite of information products for hospitals and commercial laboratories that include best-of-breed laboratory, radiology and pharmacy software systems.","For over 25 years, the Company has been dedicated to providing software solutions that enable quality patient care, clinical safety and operational efficiencies. The Sunquest Laboratory™ system was recognized as “Best in KLAS” by the industry for the past three years. Sunquest’s solutions are deployed in over 1,200 U.S. hospitals and commercial laboratories, and at over 60 customers in Canada, the U.K., Western Europe and the Middle-East.","The company is headquartered in Tucson, AZ, with operations in Tucson, AZ, and Bangalore, India.","Vista Equity Partners Fund III completed a buyout of Sunquest in October of 2007.","Add-on Acquisitions","PowerPath, 2011","PowerPath, a diverstiture of Sweden-based Elekta AB’s Anatomic Pathology Laboratory Information System business, is the software line that manages workflow for laboratories offering surgical pathology, cytology, dermatopathology and autopsy services.

Sunquest acquired PowerPath in October 2011.","Clinical and financial software solutions for the healthcare industry.","PAML, 2008","Outreach Advantage (designed by Pathology Associates Medical Laboratories) provides a solution that performs hospital outreach services for other laboratories. These include an integrated route planning, scheduling, dispatch and specimen tracking system, a CRM designed specifically for the clinical laboratory industry, and a set of integration tools and web products that provide flexible connectivity to EMRs for diagnostic lab orders and lab results.

Sunquest acquired Outreach Advantage in December 2008.","Anglia, 2008","Anglia specializes in laboratory information, e-requesting and order communication systems, supplying both the primary and secondary care sectors. Anglia provides data messaging products that enable lab requesting and reporting for hospital clinicians and external GPs through a web-based user interface.

Sunquest acquired Anglia in November 2008.","","","Sunquest completed an equity recapitalization with an investment group led by Huntsman Gay Global Capital in December of 2010 and was acquired by Roper Industries in August 2012 for $1.4 billion.","","","","","","",""
"http://www.sisfirst.com/","Surgical Information Systems","Former","Healthcare","Alpharetta, GA","Flagship","Website","sisfirst.com","Year of Investment","2006","Status","Former","Headquarters","Alpharetta, GA","Surgical Information Systems, LLC is a leading provider of integrated surgery management software solutions for the healthcare industry. The Company provides solutions that empower operating rooms to address the most critical challenges facing hospital surgery departments today — patient safety and financial strength. More than 250 hospitals, ranging in size from community hospitals to integrated delivery networks, benefit from SIS technology and services. From scheduling to clinical documentation to materials management, the SIS solution generates the information and the business processes that enable healthcare providers to improve efficiency and patient safety and to manage their surgery department as a business.","Founded in 1996 and headquartered in Alpharetta, GA, the Company has operations in North America and India. SIS employs more than 200 professionals.","Vista Equity Fund II completed a management buyout of SIS in February of 2006.","Surgical Information Systems was acquired by Norwest Equity Partners in December of 2010.","Add-on Acquisitions","Statcom Source Code, 2008","The Statcom source code provides a perioperative specific solution for patient tracking and logistics management in hospitals.

SIS acquired Statcom’s source code in December 2008.","Integrated surgery management software solutions for the healthcare industry.","","","","","","","","","","","","","",""
"https://tigerconnect.com/","TigerConnect","Current","Healthcare","Santa Monica, CA","Foundation","Website","tigerconnect.com","Year of Investment","2022","Status","Current","Headquarters","Santa Monica, CA","Collaboration software for the healthcare industry.","TigerConnect delivers the healthcare industry’s most widely adopted clinical collaboration platform. The Company’s software collaboration suite uniquely modernizes the way doctors, nurses, care teams, patients and data connect. With solutions spanning care communication, patient engagement, scheduling, alarm notifications, nurse call and more, TigerConnect accelerates productivity, reduces costs and improves patient outcomes. More than 7,000 healthcare organizations trust TigerConnect, which delivers 99.99% verifiable uptime for more than 10 million messages each day.","TigerConnect was founded in 2010 and is based in Santa Monica, CA.","Vista Foundation Fund IV acquired TigerConnect in February 2022.","Add-on Acquisitions","Twiage, 2024","Twiage streamlines pre-hospital communication and care coordination between EMS, hospitals and other healthcare providers. The acquisition strengthens TigerConnect’s portfolio by introducing pre-hospital communication and transfer center workflows that go beyond what can be achieved via EHR-based chat systems.

TigerConnect acquired Twiage in November 2024.","","","","","","","","","","","","","","","https://www.vistaequitypartners.com/wp-content/uploads/2022/03/tigerconnect-logo-1100x364.png"
"http://www.tomiaglobal.com/","Tomia","Former","Telecom","Vienna, VA","Foundation","Website","tomiaglobal.com","Year of Investment","2016","Status","Former","Headquarters","Vienna, VA","Interconnect and roaming value-added solutions for the global telecommunications industry.","TOMIA offers transformative connectivity solutions to communication service providers worldwide. Its innovative offering enables customers to manage a unified optimization process of both roaming and interconnect while driving the future of connectivity through new technologies and services such as VoLTE, NFV and 5G. TOMIA serves over 400 operators, including 30 Tier-1 and six of the industry’s largest groups, and is an industry-recognized Tier-1 Data Clearing House.","TOMIA has regional headquarters in the US, Israel, Luxembourg and India and has a presence in over 30 countries.","Vista Foundation Fund II completed its acquisition of Telarix in January 2016 and subsequently acquired Starhome Mach in November 2018. The combined company rebranded under the TOMIA name in February 2019.","Add-on Acquisitions","Starhome MACH, 2018","Starhome MACH provides SaaS and on-premise mobile roaming software solutions to telecom carriers. The Company’s solutions apply advanced analytics algorithms to real-time network and clearing data, extracting real-time insights to drive immediate action and deliver measurable business value.

Tomia acquired Starhome MACH in November 2018.","","","","","","","","Lumine Group acquired TOMIA in June 2022.","","","","","","",""
"http://www.transfirst.com/","TransFirst","Former","Financial Services","Hauppauge, NY","Flagship","Website","transfirst.com","Year of Investment","2014","Status","Former","Headquarters","Hauppauge, NY","TransFirst Holdings, Inc. is a leading provider of secure transaction processing services and payment enabling technologies to over 200,000 merchants. TransFirst offers innovative products and services designed with financial institution, independent sales organization, healthcare, e-commerce, government and merchant customers’ unique needs in mind.","TransFirst was founded in 1995 and is headquartered in Hauppauge, New York.","Vista Equity Partners Fund V completed its acquisition of TransFirst in November 2014.","","","","","Transaction processing services and payment processing technologies.","","","","","","","","","","","","","",""
"https://www.trgscreen.com/","TRG Screen","Current","Financial Services","New York, NY","Foundation","Website","trgscreen.com","Year of Investment","2023","Status","Current","Headquarters","New York, NY","Enterprise subscription management solutions for optimizing spend and usage on market data, research and information services.","TRG Screen is a leading provider of SaaS-based enterprise subscription management software. TRG Screen’s solutions provide its customers with full transparency into their vendor relationships and their subscription spend and usage, enabling them to optimize their enterprise subscriptions. The Company’s global client base consists of over 500 financial institutions, law firms and other professional services firms that jointly manage over $8.5 billion in enterprise subscriptions.","TRG Screen was founded in 1998 and is based in New York, NY.","Vista Foundation Fund IV acquired TRG Screen in September 2023.","Add-on Acquisitions","Xpansion, 2024","Xpansion provides enterprise reference data solutions for the financial services industry. With Xpansion, data operations teams can proactively manage their reference data spending, usage and workflows with real-time analytics and reporting tools. 

TRG Screen acquired Xpansion in January 2024.","","","","","","","","","","","","","","",""
